id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
100494,MO,3.6,55000,1400.0,97.0,73.0,790
100495,TX,4.2,61000,1330.0,116.0,92.0,970
100496,CA,5.5,75000,1790.0,158.0,123.0,142
100497,TN,4.0,53000,1270.0,109.0,83.0,334
100498,AZ,4.3,58000,1330.0,119.0,96.0,818
100499,TN,3.7,53000,1300.0,109.0,80.0,625
100500,WA,5.0,78000,2170.0,157.0,138.0,268
100501,TX,4.5,61000,1540.0,105.0,78.0,711
100502,CA,5.5,75000,1850.0,159.0,118.0,958
100503,MA,4.2,81000,1890.0,146.0,116.0,258
100504,IL,5.4,65000,1560.0,104.0,81.0,888
100505,NC,4.4,54000,1290.0,111.0,85.0,943
100506,NC,4.3,54000,1460.0,114.0,91.0,252
100507,NC,4.5,54000,1220.0,110.0,78.0,991
100508,GA,4.8,58000,1370.0,103.0,74.0,725
100509,CA,5.9,75000,1780.0,161.0,128.0,721
100510,CA,5.1,75000,1610.0,158.0,130.0,165
100511,MA,3.7,81000,1980.0,145.0,121.0,672
100512,OH,4.4,56000,1710.0,93.0,76.0,684
100513,TN,4.4,53000,1280.0,111.0,85.0,498
100514,VA,4.1,74000,1540.0,117.0,106.0,234
100515,CA,5.3,75000,1720.0,158.0,121.0,314
100516,MI,5.4,57000,1220.0,86.0,79.0,287
100517,VA,4.1,74000,1900.0,131.0,99.0,411
100518,CA,5.5,75000,1790.0,154.0,125.0,579
100519,MI,5.5,57000,1330.0,100.0,87.0,248
100520,NJ,4.9,82000,1900.0,135.0,101.0,539
100521,WA,5.5,78000,1760.0,162.0,135.0,439
100522,IN,5.1,55000,1260.0,100.0,74.0,658
100523,NY,5.0,72000,1610.0,145.0,113.0,507
100524,PA,4.9,61000,1340.0,97.0,86.0,433
100525,MI,5.2,57000,1320.0,100.0,77.0,611
100526,CA,5.2,75000,1800.0,158.0,121.0,527
100527,MD,4.6,84000,2340.0,120.0,118.0,589
100528,AZ,4.7,58000,1340.0,111.0,81.0,779
100529,MD,4.4,84000,2220.0,133.0,113.0,998
100530,CA,5.4,75000,1570.0,150.0,122.0,904
100531,MD,4.5,84000,1920.0,127.0,114.0,287
100532,TN,3.9,53000,1230.0,98.0,82.0,864
100533,CA,5.8,75000,1890.0,165.0,135.0,557
100534,TX,4.1,61000,1420.0,110.0,94.0,464
100535,MD,4.7,84000,2040.0,127.0,115.0,604
100536,FL,4.6,55000,1310.0,114.0,96.0,347
100537,NY,4.5,72000,1850.0,142.0,115.0,513
100538,MO,4.3,55000,1500.0,95.0,80.0,104
100539,TN,4.0,53000,1360.0,93.0,81.0,648
100540,FL,4.9,55000,1300.0,106.0,83.0,643
100541,GA,4.1,58000,1520.0,108.0,89.0,895
100542,NY,5.5,72000,1860.0,138.0,114.0,356
100543,MD,4.2,84000,2290.0,130.0,111.0,363
100544,CA,5.7,75000,1810.0,151.0,116.0,153
100545,CA,5.5,75000,2090.0,159.0,127.0,717
100546,MI,5.7,57000,1370.0,99.0,79.0,793
100547,MO,3.8,55000,1290.0,99.0,86.0,253
100548,CA,5.7,75000,2280.0,159.0,121.0,841
100549,NC,4.6,54000,1200.0,106.0,79.0,451
100550,NY,4.8,72000,1760.0,150.0,108.0,245
100551,MO,4.2,55000,1360.0,99.0,79.0,312
100552,GA,3.5,58000,1250.0,99.0,83.0,685
100553,TX,4.4,61000,1320.0,106.0,90.0,450
100554,GA,4.1,58000,1420.0,104.0,81.0,701
100555,MO,3.7,55000,1250.0,101.0,79.0,726
100556,PA,4.5,61000,1330.0,92.0,82.0,951
100557,WI,4.6,60000,1460.0,97.0,81.0,748
100558,CA,5.4,75000,1500.0,150.0,116.0,189
100559,NC,3.7,54000,1250.0,110.0,91.0,603
100560,FL,5.1,55000,1290.0,104.0,86.0,304
100561,MO,4.0,55000,1270.0,101.0,75.0,819
100562,IN,4.6,55000,1220.0,98.0,71.0,529
100563,IL,5.3,65000,1430.0,104.0,91.0,690
100564,MA,4.1,81000,1970.0,142.0,112.0,862
100565,NJ,5.2,82000,2250.0,141.0,119.0,732
100566,OH,5.0,56000,1270.0,91.0,80.0,360
100567,TX,4.4,61000,1250.0,117.0,87.0,203
100568,CA,5.3,75000,1780.0,161.0,123.0,467
100569,TX,3.8,61000,1510.0,102.0,79.0,509
100570,VA,3.8,74000,1620.0,115.0,109.0,988
100571,TX,3.8,61000,1450.0,100.0,84.0,627
100572,GA,4.0,58000,1460.0,108.0,90.0,300
100573,IL,5.7,65000,1530.0,98.0,93.0,102
100574,MD,4.4,84000,2130.0,131.0,101.0,171
100575,MO,4.0,55000,1410.0,101.0,78.0,216
100576,WA,5.2,78000,2060.0,164.0,122.0,615
100577,TX,3.9,61000,1350.0,101.0,82.0,616
100578,MD,4.6,84000,1910.0,128.0,108.0,654
100579,TX,3.7,61000,1430.0,111.0,90.0,788
100580,FL,5.6,55000,1380.0,110.0,86.0,751
100581,NC,4.3,54000,1460.0,105.0,88.0,958
100582,NY,5.9,72000,1620.0,141.0,114.0,801
100583,TN,4.0,53000,1330.0,110.0,91.0,496
100584,CA,5.7,75000,1780.0,146.0,112.0,278
100585,OH,4.5,56000,1380.0,89.0,68.0,414
100586,MO,4.4,55000,1250.0,92.0,79.0,788
100587,TX,4.4,61000,1240.0,100.0,95.0,902
100588,CA,5.5,75000,2000.0,159.0,127.0,379
100589,MD,4.9,84000,1850.0,127.0,111.0,389
100590,VA,3.3,74000,1990.0,125.0,106.0,189
100591,CA,5.0,75000,1720.0,163.0,142.0,322
100592,FL,4.9,55000,1410.0,112.0,76.0,833
100593,AZ,5.0,58000,1350.0,112.0,96.0,114
100594,GA,4.1,58000,1350.0,102.0,89.0,616
100595,TN,4.5,53000,1270.0,103.0,85.0,912
100596,AZ,4.6,58000,1250.0,113.0,86.0,220
100597,TX,4.1,61000,1770.0,102.0,88.0,868
100598,MO,4.4,55000,1310.0,98.0,86.0,548
100599,MD,4.2,84000,2260.0,118.0,112.0,739
100600,AZ,4.3,58000,1390.0,114.0,87.0,860
100601,NC,4.4,54000,1280.0,112.0,90.0,622
100602,MD,4.2,84000,1840.0,121.0,114.0,801
100603,TX,4.0,61000,1460.0,107.0,89.0,764
100604,NY,5.1,72000,1620.0,134.0,110.0,272
100605,IN,4.5,55000,1220.0,99.0,86.0,715
100606,TX,3.9,61000,1430.0,104.0,89.0,825
100607,FL,5.0,55000,1350.0,104.0,76.0,794
100608,VA,3.7,74000,1940.0,126.0,104.0,492
100609,FL,5.0,55000,1150.0,120.0,89.0,917
100610,TX,4.3,61000,1330.0,110.0,85.0,554
100611,WI,4.7,60000,1540.0,102.0,90.0,896
100612,NJ,5.7,82000,1840.0,135.0,120.0,378
100613,TX,4.4,61000,1540.0,106.0,86.0,488
100614,MI,5.5,57000,1350.0,102.0,82.0,254
100615,NY,5.0,72000,1810.0,139.0,108.0,429
100616,CA,5.8,75000,1700.0,171.0,127.0,741
100617,IL,5.0,65000,1490.0,99.0,87.0,477
100618,MA,3.8,81000,1630.0,134.0,114.0,194
100619,TX,4.6,61000,1350.0,112.0,84.0,302
100620,CA,6.1,75000,1840.0,169.0,126.0,390
100621,MO,4.4,55000,1240.0,101.0,83.0,836
100622,NY,4.9,72000,1680.0,141.0,112.0,863
100623,MI,5.7,57000,1210.0,98.0,82.0,668
100624,CA,5.2,75000,1900.0,163.0,132.0,842
100625,TX,4.0,61000,1590.0,104.0,87.0,956
100626,CA,5.4,75000,1620.0,166.0,139.0,328
100627,NC,3.7,54000,1300.0,107.0,84.0,496
100628,OH,5.1,56000,1410.0,84.0,72.0,248
100629,WA,4.6,78000,2130.0,160.0,129.0,723
100630,PA,5.2,61000,1420.0,95.0,86.0,552
100631,MO,4.2,55000,1250.0,94.0,80.0,717
100632,MA,4.4,81000,1720.0,146.0,127.0,154
100633,TN,3.9,53000,1130.0,104.0,74.0,351
100634,NY,5.3,72000,1440.0,137.0,110.0,185
100635,TN,4.0,53000,1300.0,102.0,86.0,617
100636,FL,4.7,55000,1210.0,116.0,97.0,516
100637,AZ,4.2,58000,1410.0,110.0,77.0,762
100638,NY,5.0,72000,1990.0,143.0,119.0,619
100639,GA,4.4,58000,1380.0,108.0,89.0,530
100640,MD,4.4,84000,2090.0,137.0,111.0,117
100641,AZ,5.0,58000,1510.0,116.0,93.0,129
100642,TX,4.4,61000,1440.0,103.0,91.0,174
100643,WA,4.7,78000,1820.0,151.0,123.0,652
100644,AZ,4.7,58000,1230.0,104.0,98.0,373
100645,NJ,4.7,82000,2160.0,134.0,113.0,176
100646,TN,3.9,53000,1450.0,108.0,87.0,590
100647,TX,4.3,61000,1510.0,97.0,83.0,119
100648,IN,4.3,55000,1290.0,87.0,72.0,459
100649,FL,5.1,55000,1340.0,118.0,99.0,819
100650,MO,3.8,55000,1540.0,97.0,80.0,456
100651,TX,3.6,61000,1290.0,105.0,82.0,862
100652,MI,5.7,57000,1500.0,89.0,75.0,317
100653,MA,4.3,81000,1820.0,147.0,115.0,124
100654,FL,5.5,55000,1540.0,114.0,85.0,590
100655,FL,4.8,55000,1440.0,116.0,85.0,979
100656,WI,4.4,60000,1330.0,94.0,79.0,138
100657,AZ,4.7,58000,1410.0,115.0,86.0,694
100658,TX,4.4,61000,1640.0,106.0,92.0,187
100659,OH,4.7,56000,1260.0,98.0,87.0,509
100660,VA,4.0,74000,1880.0,124.0,105.0,297
100661,WI,4.2,60000,1280.0,98.0,84.0,207
100662,PA,4.5,61000,1570.0,90.0,80.0,341
100663,NY,5.7,72000,1810.0,142.0,109.0,845
100664,FL,5.2,55000,1350.0,112.0,92.0,626
100665,TX,4.2,61000,1500.0,99.0,81.0,177
100666,MI,5.6,57000,1290.0,95.0,73.0,809
100667,TX,4.3,61000,1270.0,115.0,97.0,588
100668,NC,4.3,54000,1400.0,107.0,79.0,860
100669,NY,5.4,72000,1850.0,147.0,121.0,692
100670,CA,5.5,75000,1730.0,162.0,136.0,868
100671,TX,4.2,61000,1360.0,104.0,79.0,448
100672,MI,5.2,57000,1570.0,91.0,77.0,248
100673,GA,4.4,58000,1660.0,108.0,86.0,521
100674,CA,5.2,75000,1540.0,167.0,130.0,520
100675,CA,5.2,75000,1890.0,167.0,136.0,856
100676,NY,5.1,72000,1770.0,145.0,115.0,574
100677,TX,4.1,61000,1440.0,104.0,76.0,815
100678,CA,5.6,75000,1730.0,165.0,128.0,507
100679,PA,4.1,61000,1280.0,92.0,84.0,887
100680,MI,5.5,57000,1270.0,91.0,74.0,421
100681,NC,4.2,54000,1310.0,110.0,79.0,382
100682,GA,4.0,58000,1240.0,112.0,85.0,456
100683,NJ,5.5,82000,2110.0,134.0,122.0,170
100684,TX,4.2,61000,1300.0,95.0,82.0,767
100685,MO,4.0,55000,1310.0,98.0,69.0,985
100686,GA,4.0,58000,1310.0,111.0,86.0,973
100687,TX,4.8,61000,1420.0,106.0,86.0,355
100688,IL,5.5,65000,1550.0,93.0,82.0,209
100689,TX,4.5,61000,1680.0,102.0,79.0,752
100690,MO,4.0,55000,1450.0,92.0,77.0,860
100691,MI,5.5,57000,1200.0,91.0,77.0,834
100692,NJ,4.8,82000,1980.0,138.0,117.0,794
100693,MD,4.3,84000,2130.0,135.0,110.0,993
100694,NY,5.1,72000,1700.0,147.0,117.0,355
100695,PA,4.4,61000,1380.0,91.0,85.0,969
100696,NY,5.1,72000,1850.0,138.0,111.0,505
100697,TX,3.8,61000,1440.0,107.0,83.0,189
100698,CA,5.2,75000,1560.0,165.0,124.0,270
100699,CA,6.0,75000,1860.0,162.0,132.0,819
100700,CA,5.7,75000,1970.0,161.0,129.0,494
100701,AZ,4.7,58000,1320.0,122.0,84.0,544
100702,CA,5.5,75000,1850.0,162.0,135.0,971
100703,MD,4.6,84000,2250.0,128.0,115.0,750
100704,CA,5.4,75000,1710.0,170.0,127.0,188
100705,PA,4.9,61000,1610.0,92.0,86.0,323
100706,CA,5.7,75000,1970.0,161.0,125.0,221
100707,CA,6.0,75000,1680.0,158.0,125.0,722
100708,MI,5.6,57000,1290.0,98.0,78.0,985
100709,MA,3.9,81000,1670.0,149.0,120.0,329
100710,MO,4.1,55000,1330.0,92.0,77.0,177
100711,CA,5.9,75000,1710.0,156.0,128.0,686
100712,WI,4.3,60000,1520.0,102.0,77.0,259
100713,WA,4.8,78000,1790.0,159.0,128.0,538
100714,TN,3.7,53000,1290.0,103.0,81.0,530
100715,IN,4.5,55000,1310.0,92.0,77.0,101
100716,NC,4.1,54000,1330.0,109.0,85.0,353
100717,VA,3.5,74000,1650.0,130.0,110.0,662
100718,VA,3.5,74000,1580.0,127.0,112.0,149
100719,TN,4.2,53000,1160.0,107.0,71.0,319
100720,NC,4.3,54000,1450.0,108.0,84.0,315
100721,IL,5.1,65000,1370.0,93.0,75.0,356
100722,CA,5.5,75000,1810.0,156.0,121.0,696
100723,PA,4.9,61000,1550.0,98.0,82.0,696
100724,FL,4.7,55000,1390.0,119.0,94.0,385
100725,NJ,5.4,82000,1930.0,130.0,118.0,956
100726,WI,4.1,60000,1280.0,101.0,81.0,620
100727,AZ,4.7,58000,1620.0,110.0,96.0,924
100728,TX,4.4,61000,1330.0,104.0,92.0,837
100729,PA,4.4,61000,1320.0,99.0,78.0,297
100730,OH,4.2,56000,1550.0,83.0,80.0,647
100731,CA,5.4,75000,2100.0,156.0,125.0,419
100732,WI,4.3,60000,1520.0,113.0,96.0,307
100733,OH,4.5,56000,1270.0,88.0,70.0,736
100734,WI,4.2,60000,1360.0,97.0,80.0,302
100735,IN,4.3,55000,1450.0,101.0,78.0,202
100736,MA,3.9,81000,1800.0,152.0,122.0,512
100737,NY,4.9,72000,2010.0,141.0,111.0,682
100738,MO,4.3,55000,1260.0,89.0,73.0,878
100739,NY,5.0,72000,1730.0,142.0,106.0,388
100740,TX,4.1,61000,1430.0,101.0,81.0,721
100741,NY,5.3,72000,1680.0,139.0,113.0,844
100742,MD,4.2,84000,1910.0,126.0,111.0,369
100743,FL,4.9,55000,1220.0,113.0,88.0,791
100744,NC,4.0,54000,1250.0,114.0,102.0,538
100745,OH,5.1,56000,1150.0,89.0,77.0,282
100746,GA,4.1,58000,1460.0,107.0,88.0,810
100747,VA,4.0,74000,2090.0,121.0,103.0,120
100748,OH,4.7,56000,1210.0,85.0,74.0,814
100749,FL,4.2,55000,1220.0,119.0,94.0,865
100750,TX,4.4,61000,1230.0,107.0,83.0,212
100751,OH,5.3,56000,1480.0,89.0,80.0,487
100752,WA,5.2,78000,1980.0,165.0,129.0,282
100753,NY,5.2,72000,1640.0,144.0,111.0,469
100754,MD,3.9,84000,1740.0,123.0,105.0,701
100755,FL,5.1,55000,1240.0,116.0,91.0,604
100756,NY,4.8,72000,1850.0,138.0,118.0,403
100757,AZ,4.5,58000,1760.0,117.0,97.0,230
100758,VA,4.0,74000,1620.0,121.0,112.0,543
100759,FL,4.9,55000,1200.0,118.0,87.0,324
100760,NC,4.7,54000,1230.0,107.0,82.0,658
100761,VA,3.9,74000,1830.0,123.0,102.0,746
100762,WA,5.0,78000,2070.0,159.0,128.0,276
100763,WI,4.5,60000,1310.0,101.0,82.0,425
100764,GA,4.2,58000,1220.0,105.0,91.0,654
100765,MO,4.1,55000,1450.0,90.0,71.0,241
100766,NY,4.7,72000,1700.0,137.0,113.0,850
100767,MI,5.7,57000,1320.0,98.0,80.0,292
100768,FL,4.2,55000,1530.0,119.0,92.0,406
100769,OH,4.7,56000,1510.0,87.0,79.0,986
100770,MD,4.0,84000,1820.0,133.0,108.0,691
100771,CA,5.8,75000,1870.0,155.0,116.0,459
100772,TX,4.7,61000,1340.0,106.0,96.0,847
100773,NJ,5.0,82000,1690.0,134.0,122.0,897
100774,MO,3.4,55000,1150.0,100.0,83.0,952
100775,FL,5.3,55000,1220.0,115.0,82.0,508
100776,NY,4.7,72000,2010.0,138.0,102.0,136
100777,NC,4.2,54000,1370.0,104.0,84.0,579
100778,MO,4.1,55000,1300.0,100.0,89.0,378
100779,NC,4.1,54000,1140.0,108.0,87.0,373
100780,PA,4.2,61000,1500.0,98.0,88.0,386
100781,NY,4.7,72000,1830.0,138.0,122.0,407
100782,OH,4.8,56000,1280.0,86.0,71.0,695
100783,PA,4.1,61000,1560.0,95.0,84.0,133
100784,AZ,4.8,58000,1440.0,122.0,93.0,361
100785,MI,5.8,57000,1160.0,90.0,79.0,478
100786,GA,4.0,58000,1300.0,100.0,78.0,256
100787,AZ,4.8,58000,1350.0,116.0,90.0,478
100788,MA,3.6,81000,1870.0,142.0,126.0,867
100789,MD,4.9,84000,2000.0,132.0,108.0,381
100790,TX,3.6,61000,1400.0,106.0,84.0,855
100791,NC,3.9,54000,1260.0,116.0,96.0,810
100792,TX,4.2,61000,1580.0,101.0,82.0,827
100793,TX,4.3,61000,1590.0,108.0,96.0,338
100794,MI,5.8,57000,1110.0,97.0,70.0,912
100795,MA,3.6,81000,2010.0,157.0,127.0,932
100796,TX,3.7,61000,1450.0,104.0,93.0,168
100797,NY,5.3,72000,1930.0,135.0,109.0,755
100798,MA,4.1,81000,2150.0,143.0,125.0,903
100799,PA,4.2,61000,1320.0,92.0,74.0,278
100800,VA,3.8,74000,1610.0,120.0,96.0,829
100801,CA,5.6,75000,1630.0,161.0,118.0,778
100802,FL,5.2,55000,1280.0,120.0,92.0,854
100803,WI,4.5,60000,1550.0,102.0,86.0,414
100804,MD,4.5,84000,1820.0,123.0,106.0,526
100805,MO,4.0,55000,1200.0,95.0,76.0,702
100806,PA,4.8,61000,1450.0,94.0,80.0,866
100807,MA,4.5,81000,1770.0,147.0,121.0,805
100808,FL,5.0,55000,1220.0,128.0,98.0,208
100809,PA,4.7,61000,1340.0,106.0,88.0,807
100810,NY,4.9,72000,1790.0,143.0,112.0,788
100811,AZ,4.6,58000,1380.0,106.0,86.0,598
100812,CA,5.6,75000,1590.0,162.0,126.0,189
100813,GA,4.5,58000,1530.0,104.0,83.0,826
100814,IN,4.2,55000,1400.0,99.0,72.0,311
100815,TX,4.1,61000,1550.0,104.0,92.0,392
100816,FL,5.1,55000,1360.0,120.0,97.0,481
100817,FL,5.0,55000,1310.0,118.0,88.0,472
100818,IL,4.7,65000,1540.0,97.0,81.0,328
100819,NY,4.7,72000,1760.0,152.0,127.0,617
100820,NJ,5.1,82000,2060.0,133.0,102.0,554
100821,TX,4.8,61000,1320.0,106.0,93.0,992
100822,FL,4.9,55000,1250.0,114.0,96.0,981
100823,OH,4.5,56000,1250.0,83.0,75.0,245
100824,MI,5.3,57000,1470.0,94.0,81.0,978
100825,GA,4.4,58000,1580.0,107.0,88.0,210
100826,TN,4.0,53000,1450.0,97.0,90.0,727
100827,TX,4.1,61000,1890.0,106.0,86.0,798
100828,TX,3.8,61000,1320.0,103.0,80.0,781
100829,NY,5.1,72000,1800.0,143.0,117.0,251
100830,TX,3.9,61000,1300.0,109.0,82.0,241
100831,CA,5.1,75000,1870.0,153.0,122.0,977
100832,CA,5.7,75000,1520.0,159.0,125.0,488
100833,CA,5.2,75000,1720.0,159.0,121.0,284
100834,TX,4.0,61000,1450.0,102.0,88.0,880
100835,FL,4.9,55000,1180.0,115.0,89.0,340
100836,CA,5.2,75000,1520.0,170.0,135.0,752
100837,TX,4.5,61000,1420.0,111.0,86.0,158
100838,PA,4.2,61000,1300.0,98.0,87.0,667
100839,TN,3.9,53000,1380.0,107.0,79.0,874
100840,GA,4.0,58000,1500.0,113.0,97.0,431
100841,MD,4.2,84000,2210.0,125.0,105.0,890
100842,PA,4.6,61000,1320.0,95.0,90.0,226
100843,PA,4.6,61000,1530.0,100.0,80.0,473
100844,OH,4.0,56000,1440.0,88.0,81.0,646
100845,AZ,4.8,58000,1560.0,119.0,92.0,565
100846,WA,5.5,78000,1950.0,158.0,130.0,237
100847,TX,4.3,61000,1420.0,96.0,78.0,948
100848,MO,4.0,55000,1270.0,102.0,78.0,419
100849,PA,4.2,61000,1260.0,101.0,94.0,517
100850,IN,3.9,55000,1330.0,101.0,86.0,268
100851,CA,5.1,75000,1700.0,159.0,128.0,540
100852,TX,4.2,61000,1470.0,110.0,84.0,730
100853,MO,4.4,55000,1320.0,100.0,92.0,513
100854,CA,6.0,75000,1730.0,153.0,122.0,386
100855,FL,4.8,55000,1410.0,119.0,95.0,571
100856,NY,5.1,72000,1850.0,138.0,109.0,108
100857,NC,4.7,54000,1380.0,112.0,87.0,332
100858,CA,5.4,75000,1890.0,158.0,122.0,835
100859,IN,4.0,55000,1380.0,92.0,78.0,817
100860,NY,5.4,72000,1590.0,149.0,119.0,142
100861,OH,4.3,56000,1430.0,97.0,87.0,347
100862,NC,4.4,54000,1170.0,116.0,85.0,425
100863,TN,4.2,53000,1410.0,100.0,81.0,648
100864,IL,4.9,65000,1600.0,96.0,83.0,454
100865,CA,5.7,75000,1960.0,159.0,122.0,261
100866,TX,4.8,61000,1560.0,106.0,89.0,186
100867,MO,4.3,55000,1290.0,94.0,82.0,901
100868,WA,5.3,78000,2140.0,158.0,125.0,547
100869,NY,5.0,72000,1770.0,143.0,115.0,641
100870,IL,5.6,65000,1560.0,88.0,72.0,113
100871,MA,4.4,81000,2020.0,141.0,116.0,770
100872,OH,4.7,56000,1190.0,84.0,80.0,315
100873,CA,5.3,75000,1800.0,176.0,141.0,218
100874,TX,4.3,61000,1270.0,109.0,85.0,233
100875,MI,4.9,57000,1330.0,95.0,79.0,880
100876,PA,4.3,61000,1280.0,94.0,87.0,909
100877,IL,5.0,65000,1540.0,97.0,85.0,909
100878,FL,4.5,55000,1330.0,113.0,93.0,932
100879,NY,4.6,72000,1560.0,143.0,106.0,274
100880,NC,4.3,54000,1450.0,104.0,90.0,150
100881,FL,5.4,55000,1250.0,117.0,85.0,716
100882,PA,5.0,61000,1340.0,96.0,80.0,799
100883,CA,5.5,75000,1670.0,163.0,132.0,877
100884,OH,4.8,56000,1250.0,96.0,74.0,802
100885,GA,4.8,58000,1330.0,114.0,97.0,399
100886,MO,4.4,55000,1310.0,89.0,81.0,270
100887,PA,4.4,61000,1470.0,111.0,92.0,403
100888,NC,4.4,54000,1120.0,106.0,90.0,538
100889,PA,4.3,61000,2010.0,105.0,93.0,924
100890,FL,4.3,55000,1380.0,112.0,82.0,145
100891,NY,4.3,72000,1640.0,136.0,111.0,978
100892,TX,3.7,61000,1530.0,107.0,88.0,508
100893,NC,4.5,54000,1220.0,113.0,82.0,579
100894,CA,5.5,75000,1990.0,156.0,122.0,271
100895,NJ,5.1,82000,2190.0,137.0,115.0,689
100896,VA,4.0,74000,1600.0,133.0,99.0,334
100897,NC,5.1,54000,1390.0,113.0,87.0,462
100898,TX,4.1,61000,1350.0,105.0,97.0,206
100899,PA,4.4,61000,1440.0,95.0,76.0,298
100900,NJ,5.0,82000,1790.0,134.0,119.0,503
100901,PA,4.6,61000,1560.0,101.0,86.0,123
100902,FL,4.9,55000,1490.0,111.0,88.0,175
100903,TX,3.7,61000,1320.0,108.0,84.0,844
100904,WI,4.0,60000,1540.0,107.0,94.0,237
100905,GA,4.5,58000,1470.0,102.0,85.0,402
100906,NY,4.8,72000,1750.0,146.0,113.0,703
100907,IL,5.4,65000,1600.0,96.0,89.0,723
100908,TX,3.8,61000,1400.0,111.0,80.0,583
100909,PA,4.2,61000,1460.0,88.0,77.0,808
100910,FL,4.5,55000,1500.0,111.0,93.0,159
100911,NJ,4.5,82000,1960.0,137.0,123.0,225
100912,PA,4.8,61000,1630.0,88.0,75.0,748
100913,NY,5.1,72000,1750.0,140.0,105.0,747
100914,IN,4.2,55000,1400.0,96.0,85.0,286
100915,TX,4.1,61000,1510.0,104.0,85.0,609
100916,WI,4.4,60000,1510.0,105.0,82.0,839
100917,MA,4.1,81000,2170.0,146.0,123.0,942
100918,TX,4.2,61000,1610.0,99.0,80.0,762
100919,MO,4.1,55000,1250.0,106.0,79.0,368
100920,PA,5.0,61000,1540.0,98.0,82.0,288
100921,TX,4.3,61000,1580.0,98.0,70.0,783
100922,TX,4.6,61000,1500.0,99.0,91.0,873
100923,NC,4.3,54000,1370.0,111.0,84.0,949
100924,NC,4.4,54000,1360.0,110.0,88.0,303
100925,TN,4.0,53000,1240.0,107.0,86.0,388
100926,FL,4.8,55000,1020.0,115.0,87.0,954
100927,MD,4.4,84000,2020.0,132.0,116.0,657
100928,OH,4.6,56000,1220.0,94.0,79.0,668
100929,TX,4.6,61000,1230.0,94.0,75.0,780
100930,NY,4.9,72000,1580.0,142.0,116.0,326
100931,MI,5.1,57000,1350.0,94.0,77.0,100
100932,WA,5.4,78000,2080.0,168.0,137.0,908
100933,NY,4.9,72000,1720.0,143.0,112.0,820
100934,CA,5.4,75000,1890.0,167.0,124.0,123
100935,WI,4.5,60000,1340.0,105.0,81.0,567
100936,GA,3.7,58000,1300.0,110.0,88.0,438
100937,FL,4.9,55000,1490.0,116.0,98.0,921
100938,IN,3.3,55000,1380.0,101.0,83.0,272
100939,TN,3.7,53000,1230.0,106.0,82.0,631
100940,NY,5.1,72000,1940.0,145.0,116.0,693
100941,MI,5.9,57000,1210.0,102.0,75.0,156
100942,CA,5.7,75000,1620.0,158.0,126.0,246
100943,MI,5.4,57000,1500.0,94.0,77.0,865
100944,MA,4.1,81000,1910.0,147.0,113.0,473
100945,NJ,4.9,82000,1840.0,137.0,118.0,494
100946,CA,5.9,75000,1850.0,165.0,134.0,173
100947,PA,4.0,61000,1450.0,99.0,84.0,981
100948,CA,5.3,75000,1950.0,162.0,128.0,844
100949,AZ,4.8,58000,1600.0,111.0,88.0,188
100950,AZ,4.6,58000,1450.0,115.0,91.0,158
100951,TX,4.0,61000,1430.0,104.0,83.0,207
100952,IL,5.4,65000,1670.0,103.0,86.0,879
100953,AZ,4.3,58000,1480.0,117.0,92.0,172
100954,FL,4.7,55000,1300.0,118.0,90.0,261
100955,MD,3.8,84000,2180.0,124.0,107.0,317
100956,NC,4.5,54000,1360.0,110.0,83.0,792
100957,CA,5.8,75000,1660.0,154.0,132.0,362
100958,NY,5.1,72000,1690.0,145.0,123.0,116
100959,NY,5.0,72000,1740.0,152.0,125.0,415
100960,GA,4.2,58000,1640.0,88.0,72.0,585
100961,NY,4.8,72000,1740.0,137.0,99.0,916
100962,CA,5.7,75000,1990.0,159.0,126.0,837
100963,NY,5.6,72000,1930.0,144.0,123.0,902
100964,TX,4.0,61000,1670.0,103.0,84.0,700
100965,MD,4.3,84000,1820.0,129.0,115.0,448
100966,TX,4.5,61000,1360.0,115.0,95.0,522
100967,TX,4.1,61000,1580.0,100.0,83.0,805
100968,CA,5.4,75000,1900.0,156.0,117.0,782
100969,FL,4.2,55000,1280.0,122.0,90.0,826
100970,NY,5.1,72000,1710.0,140.0,125.0,440
100971,NJ,4.9,82000,2020.0,135.0,113.0,118
100972,MI,5.2,57000,1450.0,97.0,78.0,526
100973,FL,5.0,55000,1470.0,110.0,83.0,105
100974,MO,4.6,55000,1300.0,87.0,73.0,206
100975,FL,4.3,55000,1430.0,111.0,86.0,927
100976,IN,4.4,55000,1250.0,96.0,85.0,983
100977,GA,4.2,58000,1580.0,107.0,92.0,353
100978,CA,5.4,75000,2370.0,158.0,120.0,313
100979,NJ,5.4,82000,2060.0,135.0,109.0,777
100980,WA,5.0,78000,1640.0,160.0,122.0,884
100981,TN,3.8,53000,1130.0,109.0,82.0,577
100982,PA,4.5,61000,1480.0,97.0,78.0,173
100983,WI,4.2,60000,1300.0,108.0,92.0,662
100984,GA,4.0,58000,1400.0,112.0,93.0,239
100985,CA,5.6,75000,1740.0,154.0,122.0,153
100986,OH,4.4,56000,1340.0,85.0,78.0,689
100987,CA,5.1,75000,1870.0,154.0,119.0,103
100988,NY,4.9,72000,1760.0,138.0,108.0,364
100989,IN,4.5,55000,1310.0,90.0,80.0,239
