cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
100518,39,27700,,Full Time,Bachelor,Single,0
100519,29,70900,9.3,Full Time,Graduate,Married,1
100520,29,41400,1.1,Full Time,Graduate,Married,1
100521,33,74400,3.7,Full Time,Some College,Single,1
100522,31,29200,7.1,Self Employed,High School,Single,2
100523,47,131400,6.2,Full Time,Bachelor,Married,2
100524,28,27200,4.3,Full Time,High School,Single,0
100525,51,33900,10.3,Full Time,High School,Married,0
100526,25,83500,4.0,Full Time,Some College,Married,2
100527,41,71100,2.9,Full Time,Some College,Single,1
100528,37,40400,4.4,Full Time,High School,Married,1
100529,41,39600,11.9,Full Time,Some College,Married,1
100530,35,51000,6.1,Full Time,Bachelor,Married,3
100531,41,26700,4.5,Full Time,High School,Married,3
100532,36,71000,2.6,Full Time,Bachelor,Married,3
100533,48,57900,0.6,Full Time,Bachelor,Married,3
100534,49,80600,9.0,Full Time,Some College,Married,2
100535,40,23100,4.2,Full Time,Bachelor,Married,0
100536,58,63200,11.6,Self Employed,Bachelor,Married,0
100537,38,68200,8.1,Full Time,Graduate,Single,2
100538,23,57000,5.0,Full Time,Bachelor,Married,2
100539,57,63300,12.0,Full Time,Bachelor,Married,1
100540,35,40800,9.5,Full Time,Some College,Married,0
100541,29,32300,1.0,Full Time,High School,Married,1
100542,46,40300,2.3,Contractor,Some College,Married,2
100543,30,21000,8.8,Full Time,Some College,Single,2
100544,40,69900,6.1,Full Time,Bachelor,Married,2
100545,57,49700,7.4,Contractor,Advanced,Divorced,2
100546,37,39700,7.7,Full Time,Graduate,Married,0
100547,36,59800,6.7,Full Time,High School,Married,0
100548,27,32000,1.5,Full Time,Some College,Single,1
100549,58,36800,6.2,Full Time,Bachelor,Married,0
100550,49,31100,8.8,Full Time,Bachelor,Divorced,0
100551,49,42500,8.5,Contractor,Advanced,Married,1
100552,41,101100,8.1,Full Time,Graduate,Married,1
100553,59,32700,11.1,Full Time,Some College,Single,1
100554,55,49700,7.2,Self Employed,Bachelor,Married,2
100555,40,38500,7.2,Full Time,Graduate,Married,2
100556,37,56600,8.7,Full Time,Bachelor,Single,1
100557,24,54100,4.4,Full Time,Some College,Single,1
100558,39,42200,9.1,Full Time,Bachelor,Married,1
100559,37,27600,4.7,Full Time,Advanced,Single,0
100560,49,62700,9.3,Part Time,Graduate,Married,2
100561,37,37500,0.3,Full Time,Graduate,Divorced,0
100562,42,56600,8.8,Full Time,High School,Married,2
100563,38,20800,7.8,Full Time,High School,Single,0
100564,43,54900,3.0,Part Time,Some College,Married,1
100565,31,24100,5.0,Full Time,High School,Married,1
100566,42,76600,7.2,Part Time,High School,Married,2
100567,26,27500,4.0,Contractor,Bachelor,Single,0
100568,18,20000,0.2,Full Time,Some College,Married,1
100569,22,20000,3.8,Full Time,High School,Single,0
100570,41,20000,10.8,Full Time,Some College,Married,1
100571,37,27300,9.7,Full Time,Some College,Married,1
100572,49,59200,4.7,Full Time,Bachelor,Married,0
100573,45,31700,7.6,Full Time,High School,Married,0
100574,34,64600,9.7,Part Time,Bachelor,Divorced,1
100575,21,28700,3.2,Contractor,Bachelor,Single,1
100576,38,20300,1.8,Self Employed,High School,Divorced,1
100577,55,42600,7.8,Full Time,High School,Married,2
100578,21,27800,3.4,Self Employed,High School,Single,1
100579,26,38500,5.6,Full Time,Some College,Married,4
100580,47,47200,11.7,Full Time,Some College,Married,0
100581,35,103700,,Self Employed,Bachelor,Married,2
100582,33,35500,6.5,Full Time,High School,Single,2
100583,20,20000,2.5,Full Time,High School,Single,0
100584,38,30200,13.4,Full Time,Some College,Married,0
100585,34,64600,10.1,Full Time,High School,Single,0
100586,43,35400,4.7,Full Time,Graduate,Married,1
100587,41,57800,3.6,Part Time,Graduate,Married,3
100588,47,39300,7.0,Self Employed,Some College,Single,0
100589,61,53700,0.0,Full Time,Graduate,Married,2
100590,38,143500,8.0,Part Time,Graduate,Single,0
100591,42,120700,7.8,Full Time,Advanced,Married,1
100592,27,65600,2.8,Full Time,Graduate,Single,0
100593,44,55200,10.0,Part Time,Bachelor,Single,0
100594,44,39800,4.7,Full Time,Some College,Married,3
100595,28,49100,9.3,Full Time,Some College,Married,0
100596,31,22000,2.4,Full Time,Graduate,Single,0
100597,36,27700,7.6,Full Time,High School,Married,1
100598,27,35600,2.0,Self Employed,High School,Married,1
100599,35,60600,2.6,Self Employed,Some College,Single,0
100600,41,119700,3.3,Full Time,Bachelor,Married,0
100601,38,42400,2.3,Full Time,Graduate,Single,0
100602,41,73300,7.8,Full Time,Advanced,Married,2
100603,22,20700,4.1,Full Time,Some College,Single,1
100604,18,21100,0.0,Full Time,Graduate,Single,0
100605,64,20000,9.9,Full Time,Bachelor,Married,1
100606,43,52100,9.3,Full Time,Some College,Married,1
100607,37,65800,6.8,Full Time,Advanced,Single,2
100608,53,46800,5.9,Full Time,Some College,Married,2
100609,34,74500,16.5,Full Time,Some College,Single,3
100610,46,46000,1.2,Full Time,Some College,Married,1
100611,45,29300,10.4,Full Time,High School,Married,1
100612,46,49900,5.7,Full Time,Bachelor,Divorced,0
100613,25,28600,0.8,Full Time,Some College,Single,0
100614,34,51400,11.9,Full Time,Advanced,Single,0
100615,50,74600,8.8,Full Time,Graduate,Married,1
100616,39,59300,10.9,Full Time,Graduate,Married,2
100617,37,26500,4.8,Full Time,High School,Married,1
100618,37,55900,2.3,Full Time,Bachelor,Married,1
100619,23,25300,5.4,Full Time,Some College,Single,0
100620,33,52700,3.0,Full Time,Bachelor,Single,1
100621,27,23900,1.7,Self Employed,High School,Single,1
100622,19,20000,2.0,Full Time,High School,Married,3
100623,47,20000,5.3,Contractor,Graduate,Divorced,0
100624,29,36300,8.3,Full Time,Bachelor,Single,1
100625,42,54600,3.9,Full Time,Some College,Married,3
100626,34,46900,5.0,Part Time,High School,Single,0
100627,59,43000,6.1,Full Time,Some College,Married,0
100628,49,75200,12.6,Full Time,Graduate,Married,1
100629,31,45300,9.0,Full Time,Some College,Married,1
100630,35,49600,11.1,Full Time,High School,Married,0
100631,22,55100,4.6,Contractor,Bachelor,Single,0
100632,22,40200,2.7,Full Time,High School,Single,1
100633,63,58600,,Part Time,Graduate,Married,1
100634,35,82800,1.4,Full Time,Bachelor,Married,4
100635,41,89500,6.0,Self Employed,Some College,Single,2
100636,48,54300,7.5,Full Time,Some College,Married,3
100637,28,20000,3.4,Full Time,Some College,Married,0
100638,60,36800,4.5,Full Time,Bachelor,Divorced,1
100639,29,42100,4.3,Full Time,Bachelor,Single,1
100640,56,86200,2.8,Full Time,Some College,Married,1
100641,43,55000,5.5,Full Time,Graduate,Married,1
100642,62,47100,1.1,Full Time,Bachelor,Married,2
100643,46,68700,3.0,Self Employed,Graduate,Married,1
100644,37,49400,8.6,Part Time,Bachelor,Married,2
100645,27,41300,8.4,Full Time,Bachelor,Single,0
100646,43,99600,4.7,Full Time,Advanced,Married,3
100647,41,42200,7.8,Part Time,Bachelor,Married,1
100648,44,152500,,Part Time,Advanced,Married,1
100649,47,41400,3.9,Full Time,High School,Married,1
100650,44,75800,6.1,Contractor,Some College,Single,0
100651,34,131700,1.7,Full Time,Bachelor,Single,0
100652,53,50000,4.4,Full Time,High School,Married,1
100653,40,49300,10.2,Full Time,Bachelor,Married,0
100654,24,28800,1.2,Full Time,High School,Single,0
100655,47,50700,2.0,Full Time,Bachelor,Divorced,2
100656,51,48300,2.3,Full Time,Advanced,Married,1
100657,52,38900,9.4,Full Time,Bachelor,Married,0
100658,48,30900,7.7,Full Time,Some College,Married,3
100659,33,41700,4.6,Full Time,Some College,Married,3
100660,36,27400,3.4,Part Time,Bachelor,Married,2
100661,41,35000,4.3,Full Time,High School,Married,1
100662,30,32500,4.8,Full Time,Bachelor,Married,0
100663,39,28400,3.8,Full Time,Some College,Married,3
100664,35,46200,8.4,Self Employed,Graduate,Single,1
100665,46,113500,9.6,Self Employed,Bachelor,Married,1
100666,39,22800,1.2,Full Time,Some College,Married,0
100667,38,73400,8.6,Full Time,Advanced,Married,2
100668,66,47200,8.5,Full Time,Graduate,Married,1
100669,37,64700,0.9,Full Time,Some College,Married,2
100670,58,52700,,Full Time,Some College,Married,1
100671,50,36100,3.5,Contractor,Some College,Married,1
100672,34,37100,2.6,Full Time,High School,Single,2
100673,36,81700,8.2,Full Time,Graduate,Married,1
100674,55,20000,4.5,Full Time,Bachelor,Married,0
100675,36,50700,5.0,Full Time,Graduate,Married,0
100676,31,20000,2.7,Full Time,High School,Married,1
100677,26,29200,4.3,Self Employed,Some College,Single,0
100678,50,29000,6.5,Full Time,Some College,Married,1
100679,45,20000,3.5,Full Time,Graduate,Single,0
100680,32,33300,8.1,Self Employed,Advanced,Single,0
100681,29,20000,3.6,Full Time,Bachelor,Single,0
100682,36,35200,5.3,Self Employed,Bachelor,Married,1
100683,53,36800,,Self Employed,High School,Single,0
100684,26,61800,4.2,Full Time,Bachelor,Married,0
100685,51,32500,7.6,Full Time,High School,Divorced,1
100686,35,27400,2.6,Full Time,Bachelor,Married,3
100687,31,20000,5.8,Part Time,High School,Married,1
100688,54,27200,7.6,Full Time,High School,Married,1
100689,23,20000,2.1,Full Time,Some College,Single,0
100690,21,49100,2.0,Part Time,Some College,Single,1
100691,45,38400,12.3,Contractor,Bachelor,Married,1
100692,50,38200,0.3,Full Time,Bachelor,Married,0
100693,51,60500,8.3,Full Time,Graduate,Married,0
100694,29,32500,11.1,Full Time,Some College,Married,1
100695,40,34900,2.9,Full Time,Some College,Divorced,1
100696,30,24100,12.4,Full Time,Some College,Single,0
100697,55,33400,7.6,Full Time,Bachelor,Married,2
100698,41,42000,9.3,Contractor,High School,Married,0
100699,35,25900,6.9,Full Time,Advanced,Single,0
100700,46,25300,11.4,Self Employed,High School,Single,1
100701,29,20000,3.5,Full Time,Bachelor,Divorced,0
100702,27,33800,9.4,Part Time,Some College,Single,2
100703,33,84500,9.8,Full Time,Advanced,Married,1
100704,47,22600,3.0,Full Time,Graduate,Married,1
100705,52,64200,6.8,Full Time,High School,Single,1
100706,48,95500,5.3,Full Time,Bachelor,Single,0
100707,55,45400,7.7,Full Time,Bachelor,Married,5
100708,26,34800,8.5,Full Time,Some College,Divorced,1
100709,45,60000,7.9,Full Time,Some College,Married,1
100710,44,34500,7.6,Part Time,Graduate,Married,1
100711,44,32100,4.4,Full Time,Advanced,Married,0
100712,44,23400,2.4,Full Time,Bachelor,Single,0
100713,36,54700,2.8,Full Time,High School,Married,1
100714,57,45400,5.6,Full Time,High School,Divorced,1
100715,35,64400,0.5,Full Time,Graduate,Single,1
100716,30,50400,1.7,Part Time,Some College,Single,3
100717,70,49200,,Full Time,Bachelor,Married,0
100718,37,65900,4.0,Full Time,Bachelor,Single,0
100719,26,29900,2.3,Full Time,Bachelor,Married,1
100720,56,46400,7.1,Full Time,High School,Single,2
100721,40,30500,10.6,Full Time,High School,Married,2
100722,39,56500,4.6,Full Time,High School,Single,1
100723,25,21800,0.9,Full Time,Bachelor,Single,0
100724,43,64900,2.5,Full Time,Graduate,Married,1
100725,43,106900,2.1,Contractor,Advanced,Single,1
100726,21,20000,3.9,Full Time,High School,Single,3
100727,25,41900,7.6,Full Time,Some College,Married,0
100728,46,41500,3.5,Full Time,Some College,Married,1
100729,32,35800,9.9,Full Time,Some College,Married,3
100730,52,43900,6.5,Full Time,High School,Married,1
100731,25,64600,7.0,Full Time,Graduate,Married,4
100732,71,27700,9.8,Full Time,Some College,Married,2
100733,37,46900,8.1,Full Time,Bachelor,Single,1
100734,44,50300,7.9,Full Time,High School,Married,0
100735,41,65700,4.8,Full Time,Bachelor,Divorced,2
100736,25,48200,5.5,Full Time,Advanced,Single,0
100737,46,28400,6.1,Part Time,Some College,Divorced,1
100738,47,50200,6.9,Full Time,High School,Married,0
100739,25,36100,5.5,Full Time,High School,Married,1
100740,27,67500,3.5,Full Time,Advanced,Married,3
100741,37,20000,4.8,Full Time,High School,Married,3
100742,43,58500,3.3,Full Time,Bachelor,Married,2
100743,43,38400,9.5,Part Time,Bachelor,Single,1
100744,42,20000,2.8,Self Employed,High School,Divorced,0
100745,41,107200,7.0,Full Time,Graduate,Married,0
100746,38,28300,0.8,Contractor,High School,Divorced,1
100747,44,137400,6.1,Full Time,Graduate,Married,1
100748,39,42700,3.2,Full Time,Bachelor,Married,4
100749,49,89800,,Contractor,Bachelor,Married,3
100750,51,116900,4.5,Self Employed,Advanced,Married,2
100751,32,22600,4.3,Self Employed,Bachelor,Divorced,2
100752,31,62300,2.8,Full Time,Bachelor,Single,1
100753,41,31700,1.3,Self Employed,High School,Married,1
100754,37,39000,4.5,Part Time,High School,Single,0
100755,43,44200,1.2,Full Time,Bachelor,Married,1
100756,23,38300,3.3,Full Time,Bachelor,Single,0
100757,30,56900,1.5,Part Time,Graduate,Single,4
100758,26,74900,7.3,Full Time,Graduate,Divorced,1
100759,34,41700,7.3,Full Time,Bachelor,Married,0
100760,49,37700,2.9,Self Employed,High School,Single,1
100761,39,28800,11.8,Full Time,High School,Married,0
100762,28,20300,5.3,Full Time,High School,Married,1
100763,61,59200,4.3,Self Employed,Some College,Single,0
100764,52,97300,4.9,Full Time,Advanced,Married,3
100765,23,27100,3.6,Full Time,Bachelor,Single,2
100766,51,44500,6.3,Part Time,High School,Married,0
100767,38,51500,2.2,Full Time,Graduate,Single,2
100768,29,33800,4.6,Full Time,Graduate,Married,2
100769,39,82300,6.9,Full Time,Bachelor,Married,1
100770,21,44600,3.7,Full Time,Advanced,Single,2
100771,35,56300,5.0,Full Time,High School,Married,1
100772,34,99600,1.3,Full Time,Advanced,Single,0
100773,47,41800,1.4,Full Time,Bachelor,Married,1
100774,38,40900,6.7,Part Time,Bachelor,Married,4
100775,32,21900,4.1,Self Employed,Some College,Married,2
100776,32,30900,4.1,Contractor,Some College,Married,3
100777,47,50600,13.8,Full Time,Bachelor,Married,1
100778,48,49700,4.0,Full Time,Graduate,Married,0
100779,26,20000,8.4,Part Time,High School,Married,2
100780,39,99100,4.6,Full Time,Some College,Single,0
100781,23,20000,5.1,Full Time,Bachelor,Single,1
100782,27,42100,,Full Time,Some College,Married,1
100783,31,38400,4.1,Full Time,High School,Married,0
100784,37,56900,2.6,Full Time,Graduate,Single,0
100785,36,62500,8.0,Part Time,Bachelor,Married,2
100786,22,25800,1.8,Full Time,High School,Single,0
100787,36,67000,3.3,Full Time,High School,Single,2
100788,47,27400,1.0,Full Time,High School,Single,1
100789,41,30300,4.3,Full Time,Bachelor,Single,2
100790,54,20000,0.0,Full Time,Some College,Divorced,0
100791,47,49900,12.2,Full Time,Some College,Married,3
100792,46,84300,7.2,Full Time,Bachelor,Divorced,0
100793,56,30300,6.2,Full Time,Advanced,Married,0
100794,42,40000,4.1,Part Time,High School,Married,1
100795,29,79200,11.1,Self Employed,Advanced,Married,1
100796,24,20000,2.1,Contractor,High School,Single,1
100797,52,22000,,Self Employed,High School,Single,0
100798,49,79000,1.5,Part Time,Advanced,Single,0
100799,27,37500,9.1,Full Time,Some College,Single,1
100800,48,83400,2.0,Full Time,Some College,Divorced,0
100801,31,65500,10.3,Self Employed,Bachelor,Married,2
100802,22,28700,4.4,Full Time,High School,Single,1
100803,32,75600,7.0,Full Time,Bachelor,Single,1
100804,35,58400,1.8,Part Time,Some College,Single,1
100805,46,62700,6.6,Self Employed,Bachelor,Divorced,0
100806,52,57700,1.7,Full Time,Some College,Married,2
100807,38,57800,3.5,Full Time,Bachelor,Divorced,1
100808,39,25400,3.9,Full Time,Graduate,Married,4
100809,27,47000,3.1,Self Employed,High School,Single,1
100810,49,190600,5.7,Part Time,Bachelor,Single,0
100811,47,25800,5.4,Part Time,Bachelor,Married,0
100812,38,55400,4.1,Full Time,Bachelor,Married,2
100813,29,78500,10.7,Self Employed,Bachelor,Married,1
100814,39,52700,5.1,Self Employed,Some College,Married,0
100815,43,53600,3.8,Contractor,Some College,Married,2
100816,31,82300,5.7,Full Time,Graduate,Married,0
100817,32,67900,5.5,Self Employed,Graduate,Married,1
100818,35,42600,9.7,Full Time,Some College,Single,2
100819,30,37300,9.7,Full Time,Some College,Married,2
100820,47,137500,2.1,Full Time,Graduate,Married,2
100821,35,41300,8.9,Contractor,High School,Married,0
100822,44,47300,7.6,Self Employed,Some College,Single,1
100823,36,21400,7.4,Full Time,Some College,Single,2
100824,41,50500,5.3,Self Employed,Some College,Divorced,1
100825,41,35200,9.9,Full Time,High School,Married,1
100826,41,21900,7.0,Full Time,Bachelor,Married,2
100827,29,30900,0.2,Full Time,Some College,Married,0
100828,29,71700,5.1,Self Employed,Graduate,Divorced,2
100829,29,32300,3.9,Full Time,Some College,Married,1
100830,41,36300,6.0,Full Time,Bachelor,Divorced,2
100831,42,51700,7.4,Full Time,Bachelor,Divorced,1
100832,35,81500,7.7,Full Time,Graduate,Single,0
100833,43,42200,2.6,Full Time,Some College,Married,3
100834,57,48100,6.2,Full Time,High School,Single,0
100835,47,52200,4.5,Part Time,High School,Married,2
100836,44,37800,4.0,Full Time,Some College,Married,0
100837,40,42500,6.2,Self Employed,Advanced,Married,3
100838,53,58500,3.9,Full Time,Bachelor,Divorced,2
100839,40,28400,0.0,Contractor,Bachelor,Married,4
100840,41,215700,2.2,Full Time,Bachelor,Single,1
100841,30,21100,8.1,Self Employed,Bachelor,Married,0
100842,19,29500,,Full Time,Some College,Single,2
100843,23,27800,3.3,Full Time,Graduate,Single,2
100844,29,40400,4.5,Part Time,Advanced,Married,1
100845,31,60700,3.2,Full Time,Bachelor,Married,5
100846,20,20000,2.6,Part Time,High School,Single,0
100847,44,239100,8.7,Full Time,Graduate,Married,4
100848,45,85600,7.4,Self Employed,Graduate,Single,1
100849,52,49400,4.1,Full Time,Bachelor,Married,3
100850,49,62400,6.7,Self Employed,Bachelor,Divorced,2
100851,40,68300,1.7,Full Time,Advanced,Married,0
100852,48,31600,7.4,Self Employed,Some College,Married,0
100853,25,26400,4.6,Full Time,Some College,Single,0
100854,36,38100,9.0,Self Employed,Graduate,Married,2
100855,30,20000,9.0,Self Employed,Graduate,Married,1
100856,56,26000,2.1,Self Employed,Some College,Married,2
100857,26,42100,8.2,Full Time,Some College,Married,2
100858,31,39500,8.6,Self Employed,Some College,Married,3
100859,32,35500,0.3,Part Time,High School,Married,4
100860,43,33800,4.8,Full Time,High School,Divorced,0
100861,39,40900,11.1,Full Time,Graduate,Married,2
100862,26,20000,8.2,Part Time,Some College,Married,2
100863,35,41900,4.6,Full Time,High School,Married,2
