customer_id,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign
100364,Mortgage,387300,360,9.45,Home Purchase,0.823,Branch,1048,W
100365,Credit Card,13300,0,16.2,Revolving Credit,0.0,Branch,1047,R
100366,Personal Loan,17800,60,10.89,Debt Consolidation,0.0,Online,1080,R
100367,Personal Loan,19300,36,11.95,Major Purchase,0.0,Online,1084,Q
100368,Personal Loan,24000,24,14.45,Home Improvement,0.0,Online,995,C
100369,Personal Loan,5900,24,11.47,Debt Consolidation,0.0,Online,1052,Y
100370,Personal Loan,11200,48,10.27,Other,0.0,Broker,997,A
100371,Personal Loan,7600,48,10.7,Medical,0.0,Broker,1052,F
100372,Personal Loan,23400,36,10.58,Home Improvement,0.0,Online,1085,M
100373,Personal Loan,16800,48,11.85,Debt Consolidation,0.0,Online,1079,I
100374,Credit Card,4800,0,17.15,Revolving Credit,0.0,Online,1000,T
100375,Personal Loan,25600,60,14.71,Other,0.0,Online,1046,O
100376,Personal Loan,38900,36,13.77,Major Purchase,0.0,Broker,1070,J
100377,Personal Loan,14500,60,12.43,Debt Consolidation,0.0,Online,1089,Y
100378,Personal Loan,21600,24,9.85,Debt Consolidation,0.0,Broker,1081,V
100379,Home Loan,261300,360,5.69,Home Purchase,0.777,Online,1076,D
100380,Mortgage,470700,360,9.53,Home Purchase,0.775,Broker,1004,Z
100381,Personal Loan,16600,48,11.44,Major Purchase,0.0,Branch,1046,U
100382,Mortgage,309200,180,6.34,Home Purchase,0.863,Branch,1071,S
100383,Personal Loan,18900,36,10.02,Home Improvement,0.0,Branch,1047,Q
100384,Personal Loan,9600,36,11.79,Debt Consolidation,0.0,Online,1047,B
100385,Credit Card,8500,0,17.57,Revolving Credit,0.0,Branch,1001,O
100386,Personal Loan,6300,24,11.44,Debt Consolidation,0.0,Branch,1011,C
100387,Mortgage,200400,360,5.55,Refinance,0.677,Online,1054,C
100388,Personal Loan,27300,48,11.46,Major Purchase,0.0,Online,1042,F
100389,Mortgage,278400,360,7.97,Home Purchase,0.95,Online,999,I
100390,Personal Loan,22900,24,12.28,Other,0.0,Broker,1063,Z
100391,Credit Card,14400,0,18.2,Revolving Credit,0.0,Online,1044,K
100392,Personal Loan,6800,36,10.25,Major Purchase,0.0,Branch,1084,E
100393,Personal Loan,16300,60,12.07,Major Purchase,0.0,Online,1076,I
100394,Personal Loan,10800,36,13.42,Debt Consolidation,0.0,Online,1095,B
100395,Personal Loan,12900,24,10.81,Debt Consolidation,0.0,Broker,1003,M
100396,Credit Card,5300,0,18.34,Revolving Credit,0.0,Branch,1071,W
100397,Mortgage,223600,360,5.0,Home Purchase,0.88,Online,1047,Q
100398,Personal Loan,7500,12,14.24,Debt Consolidation,0.0,Online,1093,Y
100399,Mortgage,486700,360,5.81,Home Purchase,0.801,Branch,1067,U
100400,Credit Card,3500,0,16.87,Revolving Credit,0.0,Broker,1042,L
100401,Credit Card,6200,0,16.96,Revolving Credit,0.0,Broker,1049,C
100402,Mortgage,252300,180,6.45,Refinance,0.606,Branch,1099,I
100403,Personal Loan,13100,60,10.16,Debt Consolidation,0.0,Branch,1094,N
100404,Home Loan,436100,360,5.35,Refinance,0.514,Online,1058,Z
100405,Personal Loan,23600,24,11.43,Debt Consolidation,0.0,Direct Mail,1048,P
100406,Credit Card,9000,0,16.26,Revolving Credit,0.0,Branch,1053,S
100407,Personal Loan,6400,48,12.09,Debt Consolidation,0.0,Online,1039,O
100408,Personal Loan,14300,12,12.19,Debt Consolidation,0.0,Branch,1042,H
100409,Personal Loan,27800,48,11.85,Home Improvement,0.0,Online,1068,Y
100410,Personal Loan,9300,48,11.3,Debt Consolidation,0.0,Broker,1071,P
100411,Credit Card,4200,0,15.54,Revolving Credit,0.0,Branch,1075,J
100412,Personal Loan,14400,60,12.6,Other,0.0,Online,1055,I
100413,Personal Loan,17400,48,11.45,Debt Consolidation,0.0,Online,1086,V
100414,Personal Loan,9500,36,11.96,Medical,0.0,Branch,1045,Q
100415,Home Loan,277000,360,7.38,Refinance,0.908,Branch,998,V
100416,Personal Loan,21500,48,12.54,Debt Consolidation,0.0,Branch,1082,E
100417,Credit Card,1200,0,20.3,Revolving Credit,0.0,Online,1045,D
100418,Credit Card,7800,0,18.32,Revolving Credit,0.0,Broker,1086,Y
100419,Mortgage,295200,360,7.7,Home Purchase,0.792,Branch,1097,T
100420,Personal Loan,14500,36,14.42,Debt Consolidation,0.0,Online,1074,K
100421,Personal Loan,32700,60,13.26,Debt Consolidation,0.0,Online,1041,Y
100422,Credit Card,9600,0,17.61,Revolving Credit,0.0,Branch,1092,I
100423,Mortgage,211000,360,5.82,Refinance,0.925,Broker,1049,L
100424,Credit Card,800,0,19.17,Revolving Credit,0.0,Branch,1079,X
100425,Mortgage,227300,360,5.72,Home Purchase,0.893,Broker,1084,I
100426,Mortgage,115200,180,5.79,Home Purchase,0.938,Online,1001,L
100427,Credit Card,12500,0,18.25,Revolving Credit,0.0,Online,996,K
100428,Home Loan,297500,360,5.19,Refinance,0.929,Branch,1081,Q
100429,Mortgage,305700,360,4.56,Home Purchase,0.503,Branch,1001,W
100430,Credit Card,11900,0,17.37,Revolving Credit,0.0,Online,1048,Q
100431,Personal Loan,14100,36,10.31,Home Improvement,0.0,Branch,1045,Z
100432,Credit Card,6900,0,20.44,Revolving Credit,0.0,Online,1040,L
100433,Home Loan,238400,360,6.22,Home Purchase,0.84,Broker,1055,F
100434,Personal Loan,8400,48,9.29,Debt Consolidation,0.0,Online,1047,P
100435,Home Loan,186900,360,5.67,Refinance,0.645,Broker,1080,B
100436,Personal Loan,21200,60,13.58,Debt Consolidation,0.0,Online,1084,S
100437,Mortgage,366000,360,6.68,Home Purchase,0.602,Branch,1052,G
100438,Personal Loan,21200,60,11.54,Medical,0.0,Broker,1011,U
100439,Personal Loan,8100,60,12.27,Debt Consolidation,0.0,Online,1054,X
100440,Mortgage,334800,360,5.71,Home Purchase,0.8,Online,1079,G
100441,Credit Card,7000,0,17.8,Revolving Credit,0.0,Online,1046,L
100442,Credit Card,10200,0,15.29,Revolving Credit,0.0,Online,1050,K
100443,Home Loan,79700,360,5.82,Home Purchase,0.79,Online,1059,Y
100444,Personal Loan,29900,36,11.51,Major Purchase,0.0,Broker,1001,A
100445,Personal Loan,14700,60,11.75,Home Improvement,0.0,Online,1006,K
100446,Mortgage,221800,180,5.66,Home Purchase,0.771,Online,1012,I
100447,Mortgage,295700,360,3.83,Home Purchase,0.663,Online,1002,L
100448,Personal Loan,14300,36,12.92,Other,0.0,Broker,1005,K
100449,Credit Card,11600,0,18.82,Revolving Credit,0.0,Online,1039,E
100450,Credit Card,8600,0,19.13,Revolving Credit,0.0,Branch,1045,Y
100451,Mortgage,177800,360,6.38,Refinance,0.853,Online,1086,W
100452,Home Loan,54000,360,6.87,Refinance,0.951,Online,1000,B
100453,Credit Card,13400,0,16.98,Revolving Credit,0.0,Online,1002,O
100454,Mortgage,283900,180,5.98,Home Purchase,0.735,Branch,1050,F
100455,Personal Loan,31300,24,11.9,Major Purchase,0.0,Online,1046,P
100456,Home Loan,348100,360,5.55,Refinance,0.75,Branch,1086,H
100457,Personal Loan,7000,24,10.31,Major Purchase,0.0,Branch,1053,A
100458,Personal Loan,13300,36,10.44,Debt Consolidation,0.0,Online,1065,E
100459,Mortgage,356800,360,6.13,Refinance,0.839,Direct Mail,1082,D
100460,Home Loan,160900,360,3.51,Refinance,0.842,Online,1096,M
100461,Personal Loan,10600,24,12.44,Home Improvement,0.0,Online,1040,Z
100462,Personal Loan,16700,60,13.38,Debt Consolidation,0.0,Branch,1050,D
100463,Personal Loan,33100,36,12.4,Major Purchase,0.0,Broker,1003,B
100464,Personal Loan,18000,36,11.89,Debt Consolidation,0.0,Online,1054,L
100465,Mortgage,161800,360,6.56,Home Purchase,0.651,Branch,1075,K
100466,Personal Loan,14500,36,9.43,Debt Consolidation,0.0,Online,1043,K
100467,Credit Card,12900,0,17.03,Revolving Credit,0.0,Online,1081,T
100468,Credit Card,11300,0,16.53,Revolving Credit,0.0,Online,1052,E
100469,Personal Loan,18300,36,11.94,Debt Consolidation,0.0,Branch,1000,C
100470,Personal Loan,7700,48,9.85,Home Improvement,0.0,Branch,1047,Z
100471,Mortgage,175400,180,7.88,Home Purchase,0.957,Online,1065,O
100472,Credit Card,13800,0,17.85,Revolving Credit,0.0,Branch,1004,L
100473,Personal Loan,16500,60,10.21,Debt Consolidation,0.0,Broker,997,T
100474,Mortgage,381500,360,7.74,Home Purchase,0.658,Online,1047,O
100475,Credit Card,16400,0,17.24,Revolving Credit,0.0,Online,1050,Y
100476,Credit Card,7700,0,16.46,Revolving Credit,0.0,Branch,1005,C
100477,Home Loan,399700,360,4.19,Home Purchase,0.893,Online,1040,O
100478,Mortgage,203700,360,7.55,Home Purchase,0.858,Branch,1066,K
100479,Personal Loan,17700,60,11.22,Other,0.0,Online,1017,Y
100480,Credit Card,14600,0,20.38,Revolving Credit,0.0,Branch,1042,M
100481,Home Loan,251700,360,7.41,Refinance,0.796,Broker,998,H
100482,Home Loan,118900,360,8.27,Home Purchase,0.9,Online,1083,O
100483,Mortgage,135700,180,3.76,Home Purchase,0.83,Branch,1079,T
100484,Credit Card,5600,0,16.42,Revolving Credit,0.0,Broker,1013,X
100485,Personal Loan,30500,48,11.32,Other,0.0,Broker,1067,Y
100486,Personal Loan,8200,48,12.58,Medical,0.0,Online,1075,Y
100487,Mortgage,243100,180,6.75,Home Purchase,0.687,Online,1081,G
100488,Credit Card,17100,0,18.11,Revolving Credit,0.0,Broker,1010,Q
100489,Personal Loan,17400,36,12.62,Home Improvement,0.0,Online,1005,E
100490,Personal Loan,20700,48,11.01,Medical,0.0,Branch,1049,A
100491,Credit Card,18200,0,16.55,Revolving Credit,0.0,Broker,1011,O
100492,Credit Card,4100,0,18.03,Revolving Credit,0.0,Broker,1042,V
100493,Credit Card,4000,0,16.17,Revolving Credit,0.0,Direct Mail,1080,V
100494,Credit Card,7300,0,17.89,Revolving Credit,0.0,Broker,1058,S
100495,Personal Loan,25700,36,12.9,Debt Consolidation,0.0,Direct Mail,999,Q
100496,Personal Loan,17300,12,12.77,Debt Consolidation,0.0,Online,1044,Y
100497,Mortgage,317200,360,5.91,Refinance,0.567,Broker,1068,R
100498,Mortgage,85000,180,6.91,Refinance,0.856,Online,1084,P
100499,Credit Card,10000,0,16.26,Revolving Credit,0.0,Direct Mail,1075,X
100500,Home Loan,86900,360,7.83,Refinance,0.646,Broker,1047,S
100501,Personal Loan,7600,48,12.05,Medical,0.0,Branch,1006,C
100502,Home Loan,461000,360,4.8,Home Purchase,0.791,Direct Mail,1050,X
100503,Personal Loan,3300,24,8.67,Debt Consolidation,0.0,Online,1096,W
100504,Mortgage,151300,360,6.32,Refinance,0.841,Branch,1066,W
100505,Personal Loan,23600,60,9.87,Other,0.0,Online,1049,Q
100506,Home Loan,176800,180,7.23,Refinance,0.607,Online,1049,V
100507,Personal Loan,21800,48,10.56,Major Purchase,0.0,Branch,1046,A
100508,Mortgage,177600,360,5.51,Refinance,0.833,Online,1001,F
100509,Personal Loan,13000,36,12.27,Debt Consolidation,0.0,Online,1044,G
100510,Mortgage,283200,360,6.07,Refinance,0.876,Online,1042,F
100511,Home Loan,55000,360,3.65,Home Purchase,0.653,Branch,1092,J
100512,Mortgage,232600,360,7.6,Home Purchase,0.941,Online,1038,I
100513,Credit Card,16400,0,17.24,Revolving Credit,0.0,Branch,1068,J
100514,Personal Loan,4200,36,8.67,Medical,0.0,Branch,1081,V
100515,Mortgage,473600,360,7.16,Home Purchase,0.734,Branch,1041,N
100516,Personal Loan,6000,48,9.63,Other,0.0,Branch,1076,T
100517,Home Loan,77200,360,6.59,Home Purchase,0.637,Online,1083,V
100518,Mortgage,320500,360,6.38,Refinance,0.67,Online,1047,M
100519,Mortgage,447400,360,5.49,Refinance,0.782,Branch,1080,U
100520,Credit Card,10100,0,18.1,Revolving Credit,0.0,Direct Mail,1012,W
100521,Personal Loan,24200,48,12.99,Home Improvement,0.0,Broker,1048,L
100522,Home Loan,108200,180,7.43,Home Purchase,0.669,Online,1040,Q
100523,Personal Loan,12600,24,10.69,Medical,0.0,Branch,996,J
100524,Personal Loan,17500,24,12.22,Other,0.0,Branch,1012,Z
100525,Mortgage,408300,360,7.13,Refinance,0.82,Online,1081,B
100526,Personal Loan,14600,60,10.85,Home Improvement,0.0,Online,1043,H
100527,Credit Card,3200,0,17.23,Revolving Credit,0.0,Broker,1083,K
100528,Credit Card,16900,0,19.39,Revolving Credit,0.0,Branch,1087,O
100529,Personal Loan,18900,36,13.0,Debt Consolidation,0.0,Branch,1080,S
100530,Mortgage,120800,360,4.58,Home Purchase,0.677,Broker,1050,Z
100531,Mortgage,165600,360,6.51,Home Purchase,0.749,Broker,1080,R
100532,Credit Card,10700,0,15.41,Revolving Credit,0.0,Branch,1073,A
100533,Credit Card,15700,0,16.45,Revolving Credit,0.0,Branch,1045,P
100534,Mortgage,211900,360,5.76,Home Purchase,0.832,Broker,1002,L
100535,Mortgage,403100,360,4.62,Home Purchase,0.652,Online,1075,P
100536,Credit Card,3900,0,15.78,Revolving Credit,0.0,Direct Mail,1082,W
100537,Mortgage,308700,360,8.54,Refinance,0.818,Online,997,E
100538,Mortgage,634400,360,6.97,Home Purchase,0.941,Branch,1056,R
100539,Personal Loan,16000,36,13.78,Home Improvement,0.0,Branch,1073,X
100540,Personal Loan,30500,24,12.12,Major Purchase,0.0,Online,1081,P
100541,Personal Loan,19000,36,12.96,Home Improvement,0.0,Branch,995,T
100542,Credit Card,7100,0,18.1,Revolving Credit,0.0,Broker,1000,H
100543,Credit Card,5400,0,20.15,Revolving Credit,0.0,Online,1077,I
100544,Credit Card,13500,0,16.74,Revolving Credit,0.0,Online,1048,E
100545,Home Loan,386500,360,5.21,Home Purchase,0.683,Broker,1047,U
100546,Home Loan,170900,360,8.0,Refinance,0.802,Branch,1073,J
100547,Credit Card,1800,0,19.36,Revolving Credit,0.0,Online,1057,A
100548,Credit Card,13200,0,18.02,Revolving Credit,0.0,Broker,1042,U
100549,Personal Loan,9300,24,9.91,Home Improvement,0.0,Online,1048,V
100550,Credit Card,6700,0,19.38,Revolving Credit,0.0,Online,1003,E
100551,Personal Loan,27600,24,11.3,Home Improvement,0.0,Branch,1059,A
100552,Personal Loan,17600,24,11.72,Debt Consolidation,0.0,Branch,1004,U
100553,Mortgage,347400,360,4.5,Home Purchase,0.819,Branch,1000,I
100554,Mortgage,75500,360,5.01,Refinance,0.861,Branch,999,I
100555,Personal Loan,18200,60,12.55,Other,0.0,Branch,1057,Z
100556,Mortgage,393500,360,5.8,Home Purchase,0.794,Broker,1013,J
100557,Personal Loan,25000,36,11.91,Debt Consolidation,0.0,Online,1093,J
100558,Personal Loan,8200,48,10.56,Home Improvement,0.0,Online,1042,U
100559,Mortgage,316700,360,6.91,Refinance,0.659,Branch,1049,A
100560,Credit Card,9600,0,17.02,Revolving Credit,0.0,Branch,1086,F
100561,Personal Loan,33200,24,12.0,Debt Consolidation,0.0,Branch,1052,Z
100562,Personal Loan,9900,48,9.7,Debt Consolidation,0.0,Branch,1038,Q
100563,Home Loan,190900,360,8.06,Refinance,0.683,Broker,1071,N
100564,Credit Card,6400,0,16.54,Revolving Credit,0.0,Broker,1095,R
100565,Mortgage,378800,180,6.01,Home Purchase,0.802,Branch,1013,X
100566,Mortgage,340000,360,3.58,Home Purchase,0.768,Broker,1038,E
100567,Personal Loan,26400,36,10.53,Home Improvement,0.0,Branch,1004,H
100568,Credit Card,15000,0,18.83,Revolving Credit,0.0,Branch,1050,M
100569,Personal Loan,12900,24,11.87,Major Purchase,0.0,Branch,1000,V
100570,Mortgage,134400,360,4.88,Home Purchase,0.711,Branch,1084,U
100571,Personal Loan,14500,24,10.43,Home Improvement,0.0,Branch,997,D
100572,Credit Card,15000,0,18.78,Revolving Credit,0.0,Branch,996,H
100573,Mortgage,272900,360,7.62,Refinance,0.643,Online,1068,D
100574,Credit Card,3300,0,19.28,Revolving Credit,0.0,Online,1080,Q
100575,Credit Card,4600,0,18.53,Revolving Credit,0.0,Branch,1057,D
100576,Credit Card,4700,0,17.55,Revolving Credit,0.0,Online,1051,C
100577,Credit Card,3800,0,18.33,Revolving Credit,0.0,Online,1004,H
100578,Personal Loan,19800,36,14.6,Other,0.0,Online,1079,N
100579,Personal Loan,15300,24,13.61,Major Purchase,0.0,Broker,1002,R
100580,Personal Loan,21700,36,11.37,Major Purchase,0.0,Online,1078,G
100581,Personal Loan,4800,36,11.84,Home Improvement,0.0,Online,1048,Z
100582,Personal Loan,11600,48,13.22,Major Purchase,0.0,Direct Mail,1005,N
100583,Credit Card,12000,0,18.5,Revolving Credit,0.0,Branch,1074,P
100584,Mortgage,68100,360,6.94,Home Purchase,0.893,Branch,1045,M
100585,Personal Loan,19400,60,10.71,Debt Consolidation,0.0,Branch,1040,N
100586,Personal Loan,28600,36,10.78,Home Improvement,0.0,Direct Mail,1060,T
100587,Home Loan,169700,360,8.39,Home Purchase,0.688,Direct Mail,1006,Y
100588,Home Loan,232700,360,5.56,Home Purchase,0.87,Branch,1050,H
100589,Credit Card,4400,0,16.01,Revolving Credit,0.0,Online,1075,D
100590,Personal Loan,16500,24,11.04,Debt Consolidation,0.0,Broker,1083,D
100591,Mortgage,630100,360,4.58,Home Purchase,0.768,Broker,1044,A
100592,Personal Loan,4000,24,11.77,Other,0.0,Broker,1086,Q
100593,Personal Loan,18400,48,10.98,Debt Consolidation,0.0,Broker,1087,T
100594,Credit Card,3900,0,15.53,Revolving Credit,0.0,Online,999,I
100595,Credit Card,6500,0,17.84,Revolving Credit,0.0,Online,1068,S
100596,Mortgage,238900,360,7.05,Home Purchase,0.59,Online,1079,L
100597,Mortgage,166600,360,7.65,Home Purchase,0.858,Online,1000,R
100598,Personal Loan,20000,36,15.29,Debt Consolidation,0.0,Broker,1060,T
100599,Credit Card,6500,0,17.56,Revolving Credit,0.0,Online,1075,D
100600,Personal Loan,39900,36,13.8,Debt Consolidation,0.0,Branch,1086,Z
100601,Mortgage,141100,360,5.07,Refinance,0.761,Online,1049,Z
100602,Personal Loan,14200,48,10.43,Major Purchase,0.0,Branch,1076,W
100603,Personal Loan,25900,36,12.6,Major Purchase,0.0,Direct Mail,1000,B
100604,Personal Loan,22300,36,10.45,Debt Consolidation,0.0,Online,1005,U
100605,Personal Loan,10900,12,10.97,Medical,0.0,Online,1039,I
100606,Personal Loan,6300,36,11.18,Debt Consolidation,0.0,Online,1006,I
100607,Mortgage,111100,360,7.46,Home Purchase,0.897,Direct Mail,1079,C
100608,Credit Card,15400,0,13.68,Revolving Credit,0.0,Broker,1086,N
100609,Mortgage,223400,180,4.53,Refinance,0.898,Broker,1080,Y
100610,Mortgage,272500,180,3.5,Refinance,0.754,Branch,1004,B
100611,Credit Card,10900,0,18.34,Revolving Credit,0.0,Online,1094,L
100612,Personal Loan,15200,12,10.9,Home Improvement,0.0,Branch,1012,C
100613,Mortgage,461100,360,5.46,Home Purchase,0.816,Online,1000,U
100614,Personal Loan,7100,12,8.65,Debt Consolidation,0.0,Online,1079,I
100615,Personal Loan,17500,24,9.56,Debt Consolidation,0.0,Branch,996,C
100616,Personal Loan,24400,48,10.95,Medical,0.0,Branch,1041,Y
100617,Credit Card,8300,0,19.66,Revolving Credit,0.0,Branch,1069,J
100618,Personal Loan,9700,48,12.15,Other,0.0,Online,1097,Z
100619,Mortgage,342600,360,5.6,Refinance,0.712,Broker,1002,T
100620,Mortgage,439800,360,4.83,Refinance,0.744,Broker,1043,A
100621,Personal Loan,14900,36,11.96,Home Improvement,0.0,Branch,1056,U
100622,Credit Card,8900,0,20.06,Revolving Credit,0.0,Branch,1003,J
100623,Mortgage,299600,360,6.14,Home Purchase,0.586,Broker,1072,E
100624,Personal Loan,11100,36,12.4,Medical,0.0,Branch,1045,J
100625,Credit Card,13300,0,17.44,Revolving Credit,0.0,Branch,997,C
100626,Mortgage,200300,180,6.19,Refinance,0.895,Branch,1046,G
100627,Home Loan,184900,360,5.59,Home Purchase,0.629,Broker,1046,I
100628,Personal Loan,9800,48,10.79,Home Improvement,0.0,Branch,1039,X
100629,Personal Loan,13000,36,12.12,Major Purchase,0.0,Online,1052,Z
100630,Personal Loan,30800,36,12.54,Debt Consolidation,0.0,Broker,1016,N
100631,Personal Loan,20500,48,10.76,Major Purchase,0.0,Broker,1056,Z
100632,Personal Loan,6600,48,12.57,Other,0.0,Broker,1094,G
100633,Personal Loan,19500,36,11.12,Debt Consolidation,0.0,Online,1075,C
100634,Personal Loan,17800,60,12.18,Debt Consolidation,0.0,Branch,998,E
100635,Mortgage,316100,360,5.7,Refinance,0.511,Branch,1073,B
100636,Credit Card,10100,0,18.94,Revolving Credit,0.0,Online,1085,Y
100637,Mortgage,83100,360,8.89,Refinance,0.779,Broker,1080,F
100638,Personal Loan,14800,48,12.84,Debt Consolidation,0.0,Branch,999,J
100639,Home Loan,58100,360,7.32,Home Purchase,0.806,Online,1001,N
100640,Credit Card,10800,0,15.8,Revolving Credit,0.0,Online,1084,F
100641,Mortgage,333100,360,5.25,Home Purchase,0.777,Online,1082,C
100642,Mortgage,220000,180,5.39,Home Purchase,0.503,Branch,1003,C
100643,Personal Loan,18600,60,11.81,Medical,0.0,Branch,1055,J
100644,Personal Loan,34500,48,12.93,Other,0.0,Online,1080,V
100645,Personal Loan,17800,12,12.91,Medical,0.0,Online,1015,N
100646,Mortgage,181400,180,4.23,Refinance,0.719,Online,1072,B
100647,Mortgage,189600,180,3.82,Home Purchase,0.939,Online,1004,S
100648,Personal Loan,26100,12,11.59,Medical,0.0,Branch,1041,X
100649,Mortgage,242600,360,6.04,Refinance,0.633,Branch,1078,I
100650,Credit Card,3200,0,16.55,Revolving Credit,0.0,Broker,1058,Y
100651,Mortgage,261700,360,5.0,Refinance,0.958,Broker,1005,D
100652,Mortgage,299500,360,4.35,Home Purchase,0.75,Broker,1075,S
100653,Mortgage,331800,360,5.18,Refinance,0.911,Branch,1097,M
100654,Personal Loan,10300,12,10.28,Major Purchase,0.0,Online,1077,Z
100655,Credit Card,14900,0,15.18,Revolving Credit,0.0,Online,1079,I
100656,Personal Loan,32700,36,12.65,Major Purchase,0.0,Online,1095,J
100657,Credit Card,11000,0,16.77,Revolving Credit,0.0,Online,1083,P
100658,Personal Loan,5800,48,12.63,Debt Consolidation,0.0,Direct Mail,1006,V
100659,Personal Loan,9700,36,14.44,Medical,0.0,Online,1040,F
100660,Mortgage,91900,360,7.42,Refinance,0.672,Branch,1087,X
